agent_exit_code,ast_parse_calls,commit,duration_ms,git_show_calls,history_path,impacted_external,impacted_internal,impacted_internal_ratio,impacted_test,impacted_total,num_changed_targets,num_files_changed,num_targets,ok,patch_added_lines,patch_path,patch_removed_lines,patch_total_lines,runner_ms,subprocess_calls,verifier_checked,verifier_ok
0,0,0383fb3a,2450,0,D:\locbench\analyzer\runs\fastapi\agent_batch\20260126_205121\0383fb3a_20260126_205302\history.json,0,0,0.0,0,0,0,0,0,True,0,D:\locbench\analyzer\runs\fastapi\agent_batch\20260126_205121\0383fb3a_20260126_205302\docstring_patch_0383fb3a.diff,0,0,2600,2,0,True
0,0,50fa3f7c,2209,0,D:\locbench\analyzer\runs\fastapi\agent_batch\20260126_205121\50fa3f7c_20260126_205304\history.json,0,0,0.0,0,0,0,0,0,True,0,D:\locbench\analyzer\runs\fastapi\agent_batch\20260126_205121\50fa3f7c_20260126_205304\docstring_patch_50fa3f7c.diff,0,0,2335,2,0,True
0,0,5ec2615b,2175,0,D:\locbench\analyzer\runs\fastapi\agent_batch\20260126_205121\5ec2615b_20260126_205307\history.json,0,0,0.0,0,0,0,0,0,True,0,D:\locbench\analyzer\runs\fastapi\agent_batch\20260126_205121\5ec2615b_20260126_205307\docstring_patch_5ec2615b.diff,0,0,2298,2,0,True
0,0,16e58341,2268,0,D:\locbench\analyzer\runs\fastapi\agent_batch\20260126_205121\16e58341_20260126_205309\history.json,0,0,0.0,0,0,0,0,0,True,0,D:\locbench\analyzer\runs\fastapi\agent_batch\20260126_205121\16e58341_20260126_205309\docstring_patch_16e58341.diff,0,0,2381,2,0,True
0,0,1fedd1c7,2259,0,D:\locbench\analyzer\runs\fastapi\agent_batch\20260126_205121\1fedd1c7_20260126_205311\history.json,0,0,0.0,0,0,0,0,0,True,0,D:\locbench\analyzer\runs\fastapi\agent_batch\20260126_205121\1fedd1c7_20260126_205311\docstring_patch_1fedd1c7.diff,0,0,2382,2,0,True
0,1,cf8dc98a,2723,1,D:\locbench\analyzer\runs\fastapi\agent_batch\20260126_205121\cf8dc98a_20260126_205314\history.json,5,33,0.44,37,75,0,0,0,True,0,D:\locbench\analyzer\runs\fastapi\agent_batch\20260126_205121\cf8dc98a_20260126_205314\docstring_patch_cf8dc98a.diff,0,0,2840,3,0,True
0,1,6f977366,3490,1,D:\locbench\analyzer\runs\fastapi\agent_batch\20260126_205121\6f977366_20260126_205317\history.json,5,33,0.44,37,75,0,0,0,True,0,D:\locbench\analyzer\runs\fastapi\agent_batch\20260126_205121\6f977366_20260126_205317\docstring_patch_6f977366.diff,0,0,3632,3,0,True
0,0,154ce03f,2476,0,D:\locbench\analyzer\runs\fastapi\agent_batch\20260126_205121\154ce03f_20260126_205320\history.json,0,0,0.0,0,0,0,0,0,True,0,D:\locbench\analyzer\runs\fastapi\agent_batch\20260126_205121\154ce03f_20260126_205320\docstring_patch_154ce03f.diff,0,0,2612,2,0,True
0,3,49653aa2,2460,1,D:\locbench\analyzer\runs\fastapi\agent_batch\20260126_205121\49653aa2_20260126_205323\history.json,13,63,0.45,64,140,1,1,1,True,9,D:\locbench\analyzer\runs\fastapi\agent_batch\20260126_205121\49653aa2_20260126_205323\docstring_patch_49653aa2.diff,0,9,2593,3,1,True
0,0,f03a1502,2280,0,D:\locbench\analyzer\runs\fastapi\agent_batch\20260126_205121\f03a1502_20260126_205326\history.json,0,0,0.0,0,0,0,0,0,True,0,D:\locbench\analyzer\runs\fastapi\agent_batch\20260126_205121\f03a1502_20260126_205326\docstring_patch_f03a1502.diff,0,0,2408,2,0,True
0,0,a2912ffa,2339,0,D:\locbench\analyzer\runs\fastapi\agent_batch\20260126_205121\a2912ffa_20260126_205328\history.json,0,0,0.0,0,0,0,0,0,True,0,D:\locbench\analyzer\runs\fastapi\agent_batch\20260126_205121\a2912ffa_20260126_205328\docstring_patch_a2912ffa.diff,0,0,2450,2,0,True
